ID,Title,Category,link,Story
2458,Women And Their Children In Red Light Areas Need Your Help To Survive,Children,https://www.donatekart.com/Children/Help-Mansi," Despite the struggles of her own community, Mansi Lakshmi - a transgender activist has reached out to hundreds of s*x workers who were struggling amid the current pandemic outbreak. Even though the lockdown was lifted, many of them are still struggling to feed themselves. Mansi Lakshmi is the president of Aarju Foundation, a community based organization in Mumbai that works with the issues that the Transgender community face. “We, kinners, can request others to help us with food. People show us a little kindness sometimes, but it’s not like that for the s*x workers”, said Mansi.These women do not have the privilege to stock up their cupboards with food. They are at the receiving end of a lot of harassment and hate. Coming from very poor families and with no formal education, they have had to find a way to make a living. A lot of them were also forced into this line of work, they have had no choice. The transgender community knows what is feels like to be marginalized, to be mocked, ridiculed and even feared. This is the reason why Mansi and her organization now stands in solidarity with them. Women here have been unable to put food on the table for the past few weeks, many of them are young mothers. It’s not a situation any mother wants to be in. Many of them dream of a better life for their children. This crisis may sadly push them further into poverty. They need your help to survive this crisis. A grocery kit can help them eat proper meals for at least two weeks. We urge you to come forward, and contribute as much as you can to help them survive. We need to help whoever we can during this tough time, even the ones who live on the margins. They’re also humans with a beating heart. About Aarju Foundation - Aarju Foundation (AF) is a non-profit organization registered under the charity commissionerate of Mumbai. Founded in the year 2005, it is the result of the dedication and endless efforts of a group of social workers and community activists. They aim at improving the socio-economic conditions of the most disadvantaged population, namely the s*xual minorities, marginalized women, children, and the unemployed youth in both the rural and urban areas of Maharashtra. Where it is located? Gala no. 4, old bawan chawl, near Voltas company back gate, T. B Kadam marg, kalcuaki, Mumbai 400033Note: Donations made towards this fundraiser in INR on and after 29th September 2020 are eligible for Indian Tax Exemption."
2461,"Together, Let’s Care For These Injured Strays",Animals,https://www.donatekart.com/Animals/Help-Charlies," It’s not every day that we hear a miracle rescue story. However, at Charlie’s or better known as CARE, there are thousands of animals who find their forever home. These animals were mostly abandoned, abused, injured, or just lost.Ms Sudha Naryan is the Founder Trustee of CARE (Charlie’s Animal Rescue Care Center). She’s helped over 50,000 animals in the last 30 years. Among those 50,000 precious animals, Honeybun was one of the rescued strays. Honeybun was found on the streets with a deep gash on the side. She was an obese labrador, and it looked like she was walking for a very long time. She might have been abandoned by her caretakers during the pandemic outbreak. They brought her to CARE and took care of her. She had a weak blood profile, but slowly she fought and regained her health. Today, Honeybun lives a happy life at CARE. It is known as the best trauma care centre in Bangalore. They’ve been helping thousands of injured animals recover from life-threatening conditions. The COVID-19 pandemic increased the number of strays on the roads. Many dogs were abandoned and those who were already living on the streets had no idea what was going on. They noticed that their human friends who visited them were no longer around. With nobody to feed or take care of them, many were left to fend for themselves. The animals that are most often brought into CARE OPD are in terrible shape. They suffer from prolonged neglect and are battling between life and death. Many of these animals also suffer from extremely low platelet counts, low haemoglobin counts and other essential parameters. For a successful recovery, they also need proper nutrition and diet. The team at CARE work relentlessly to take care of these stray animals. They have a dedicated helpline, a professional veterinarian, and 3 ambulances. However, the need for help is now more than ever. The ambulances are also on their last leg. These ambulances have roamed hundreds and thousands of kilometres. Ever since the nationwide lockdown was announced, the team at CARE have scaled their rescues, they get calls from various parts of Bangalore and even the outskirts to rescue animals.Sometimes, they aren’t able to reach a location on time. This can mean the difference between life and death for an animal in a desperate condition. With so many animals in need of help, they need your support and generosity. You can help them by donating towards critical life-supporting medicines and an ambulance. Taking care of these injured dogs around, and helping them regain their full health is no less than a miracle. We urge you to be a part of this miraculous journey and to help thousands of animals looking for their forever home. They’re not just strays, they’re precious beings trying to find their forever home. Together, we can give them a better life. Together, we can give them hope. About Charlie’s Animal Rescue Centre - Charlies Animal Rescue Centre – CARE established in January 2013 is home to animals of all kinds which includes dogs, cats, guinea pigs, rabbits, pigs, ducks and a calf. These animals are permanent residents of CARE due to their varying needs and special conditions – visually challengedness, differently-abled, paraplegic, serious ailments, aged and who require constant care, medical attention and love. These animals will live at CARE for the rest of their lives. Note: Donations made towards this fundraiser in INR on and after 29th September 2020 are eligible for Indian Tax Exemption."
2471,"It’s our turn to deliver food to the Mumbai Dabbawalas, together.",Hunger,https://www.donatekart.com/Hunger/Help-Mumbai-Dabbawala," Mumbai has a beautiful spirit - no matter what, you’ll end up falling in love with it. The Dabbawalas carry the same resilient and tough spirit wherever they go. Back in 2005, when Mumbai was battered by unusually heavy monsoon rains. More than 25 inches of rain combined with record-high tides, wreaked widespread havoc, bringing everything to a virtual standstill. There were hundreds of people stranded in railway stations, trains and even on the sidewalks. Among them were many of Mumbai’s dabbawalas, who deliver meals prepared in customers’ homes to their offices. On the second day of the flooding, even before the city had limped back to life, the dabbawalas were back on the job, wading through the waist-high water. They quickly became a symbol of gritty resilience. Their 130-year heritage combined with their tough spirit and dedication became an epitome of Mumbai’s spirit across the world. Today, these dabbawalas form the world’s most efficient logistics supply chain. These men, even though they don’t have a strong educational background, they created a system that relies on colour codes, symbols and signs. These dabbawalas took full control of delivering the lunch box or better known as the Dabba to the right person at the fixed lunch hour without any IT infrastructure or mobile phones. Their system of delivery is so robust and strong that it’s included as a case study as part of many business school’s management studies curriculum. A Dabba travels through six dabbawalas before it reaches the destination. It also travels through the same number of men on its return journey as well. It’s almost an understatement to say that these men are a lifeline for Mumbaikars. If you have ever travelled through the Mumbai locals, you’re bound to come across men dressed in white uniforms carrying a large tray filled with lunch boxes. For the first time in over 130 years, the dabbawalas were unable to deliver. This cooperative business that the dabbawalas have formed gives them job security. Irrespective of their role, each person earns around Rs. 8,000 to Rs. 12,000 per month. Many of them come from the slums and don’t have a lot of savings. Six months ago when the pandemic broke out, it wreaked havoc on their livelihood. With offices, industries, banks, and most establishments being closed during the last six months. ""Today, we are going through a crisis, our 130 years of history is at stake. Five thousand dabbawalas are going through a crisis. Please help us, we need help,"" said Dabbawala Enterprises Limited President Sandeep S Gaikar. Men who fought through floods, rains, bombings, and even cyclones are now deprived of their livelihood because of COVID-19. The pandemic threw life out of motion and left more than 5,000 dabbawalas out of work. Even though the lockdown is over, there are many industries who have employees working from home. Without the local trains operating, it’s another hurdle for these men to continue their work. These men have ensured that our lunch is delivered every day on time, rain or shine. Today, it’s our turn to help them feed their families.Donate a grocery kit to help the dabbawalas. Beneficiary NGO:1. Making The Difference - Making The Difference (MTD)Making the Difference was established in 2014 by Mr Meet Vishwakarma. It's an NGO formed with an aim to serve the needy &amp; underprivileged communities. The NGO has been working relentlessly during this time of crisis to serve people from various sections of society. For this campaign, they have joined hands with the Mumbai Dabbawala cooperative to help the dabbawalas who have been affected this year due to the pandemic. They will reach out to the dabbawalas in various parts of Mumbai and Maharashtra to help them with essential supplies. Note: Donations made towards this fundraiser in INR on and after 29th September 2020 are eligible for Indian Tax Exemption."
2473,Help Animal Shelter Noida build a safe haven for abandoned and injured animals,Animals,https://www.donatekart.com/Animals/Help-AnimalShelter," Every animal deserves a peaceful life, as much as we do. Docile creatures like dogs, cows, donkeys, cats, birds, etc. are meant to roam freely with the assurance of complete safety. However, that is often not the case. These innocent animals aren’t always treated well. Sometimes they are abandoned for having aged. The ailing ones are shooed away. They end up succumbing to their sickness. Those that meet with an accident on the roads are left to die. The strays suffer from extreme starvation and thirst. Yet, nobody cares to extend help.Life for these animals is extremely tough. Unlike us, they cannot voice their pain and needs. The Animal Hospital and Shelter team, based in Noida, works round the clock to rescue such animals. It is the largest animal shelter in NCR spread across 9 acres of land that’s home to over 1500+ animals. Injured, aged, ailing, and abandoned animals are rescued and brought to the shelter for a better life. Daily, they rescue and treat over 50 animals with the help of 3 ambulances.Like every other shelter, this one too runs on donations. Because of the pandemic though, none of the donors are coming out to volunteer or help.These rescued animals have begun to suffer due to the present situation as well. The shelter still requires a lot of constructional improvement. Some of the sheds have started to crumble. They are dripping rainwater. The injured, paralyzed animals living under them cannot move about to save themselves. The Animal Hospital and Shelter team wants to repair the sheds and expand the area to make more space. But without enough donations, that seems unlikely to them. They need construction material to repair their battered and damaged sheds, to give these animals a better home.The shelter is trying their best to handle the situation and protect the animals. But even so, they need your support. After being rescued, these animals were given a second chance at life. You can help give these strays a better home. The construction materials that you donate will not only strengthen the roof over their heads, but restore their hope as well. “One doesn’t have to be wealthy to give for them, they should only be rich in heart.”, Anuradha Dogra, an animal activist from the Animal Hospital and Shelter team, declares hopefully. Let’s not let them down. Together we can stand by them and empower their mission of giving animals a better life. Come, let us ensure that.About Animal Hospital and Shelter - Animal Hospital and Shelter is located in Sector 94 Noida. It is the largest animal shelter in the NCR region, spread over 9 acres of land. The team is taking care of and treating over 1500 large and small, sick, injured, and abandoned animals at present. The shelter is functional 24/7 and its 3 small ambulances attend to and rescue over 50 animals daily. The larger animals are brought in by other ambulances. It was started in 2005 with only 50 Animals which has now grown to over 1500. The Shelter comprises a team of dedicated staff, led by 3 full time veterinary doctors and senior vets visiting on demand. It is managed by Dhyan Foundation.Note: Donations made towards this fundraiser in INR on and after 29th September 2020 are eligible for Indian Tax Exemption."
2488,Help Seva Kitchen feed Khichdi to less privileged patients and their relatives in Hospitals,Hunger,https://www.donatekart.com/Hunger/Seva-DaanUtsav20,"Back in 2014, Mr. Khushroo Poacha, a Nagpur resident and Central Railway Employee, as he stepped out of the CIIMS hospital where his mother was admitted. He saw family members of patients eating chapati with just chilli powder or raw onions. This sight changed his life forever. Along with it, thousands of others’ too. As the idea of Seva Kitchen evolved in his mind, volunteers from his family, brother’s family and friends came forward. In no time, they were feeding 200 people at CIIMS in Nagpur. However, this initiative didn’t confine itself to a single city. With time, they reached out to poor families in 7 other cities, namely Hyderabad, Delhi, Moradabad, Bengaluru, Ahmedabad and Mumbai. Most of the hospitals have facilitated the distribution of food inside the premises.Seva Kitchen was founded in the year 2014, where they started out by serving food to the under-privileged patients and their relatives in hospitals. Many of the patients come down to the cities for treatment but often end up spending everything for their treatment that they hardly have anything left over to buy food. The Corona outbreak has brought us the toughest times this year. From the last six months, we've been locked in our homes, restricted to public places, and many have been confined to hospital beds. From daily wage workers to salaried employees, the pandemic has put everyone in a tough spot. Seva Kitchen reached out to almost hundreds of daiy wage labourers, construction workers, and many families who were struggling to survive. Mr. Khushroo has always reached out to the poor families whenever they needed help. Seva Kitchen has been serving over 3000 meals per week over the last five years. This #Daanutsav, they're aiming to raise over 1,00,000+ containers of Khichdi to serve food to the the OPD patients and relatives of patients in Hospitals. Each container can comfortably feed over 25+ people. In total, they're aiming to feed over 25,00,000+ vulnerable patients and their relatives. Daan Utsav is a celebration of giving and reaching out to the ones in need. We urge you to help Seva Kitchen feed thousands of people in need so that they can have a better life. Donate today, because your contribution will give them a nutritious meal and a ray of hope. Note: All the donations towards this campaign is eligible for Indian Tax Exemption."
2490,Donate Fresh Fodder to Help Shree Nandishala Feed Rescued and Abandoned Bulls,Animals,https://www.donatekart.com/Animals/Help-Nandishala," If you ever took a trip down the farms and villages, you’d see mighty bulls used for heavy loads and for ploughing fields and other farm activities. However, now, we see more bulls wandering on the roads with nobody to feed or take care of them. When bulls get old, they’re abandoned by their owners. While some are sent off to the slaughterhouses, others are thrown on the road. A cow in its lifetime can feed 4,10,440 people once a day while its meat is sufficient only for 80 people. Killing a bull is equivalent to killing a cow. Shree Nandishala is a Gaushala that’s different from other Gaushalas. In this Gaushala, you’ll see that there are about 9000 cattle out of which over 5000 of them are bulls. They rescue abandoned and old bulls from slaughterhouses. They bring in bulls that are on the road so that they can have a better life in their care. They’re given a fresh life, a new beginning in a place where they can live peacefully.There have been thousands of deaths across the country that involved cattle. These road accidents didn’t only take the lives of humans but have also injured voiceless creatures. More than 5.2 million stray cattle wander on the roads. Shree Nandishala rescues them to give them a place to call home. They have over 100 employees who constantly strive to provide a better life for these bulls. They’re fed different kinds of organic vegetables and fodder for better nutrition and health. Many of the bulls often have injuries when they’re rescued and brought to the Gaushala. They ensure that the bulls are given proper medical treatment and nutritious food. The 24X7 veterinary facility and the veterinarians ensure that they’re treated and that they are healthy. Shree Nandishala is the only place where they provide an ICU for animals in a radius of 100km. In these tough times, with the stringent measures and the pandemic outbreak, several donors haven’t been coming around. This has caused a major shortage in food for the Gaushala. Today, they need your help.Spread over 62 acres of plush land, the Gaushala gives a happy forever home to these rescued and abandoned old bulls. You can help Shree Nandishala by donating fresh fodder to help them feed these aged bulls. By contributing, you’ll be giving them a better life and a place to call home. About Nandishala - Shree Nandi Shala is a well-equipped shelter home/sanctuary built and maintained to provide shelter, food and required medicinal treatment to abandoned, helpless, and injured bulls and cows. It's located in Napasar Bikaner Road, Gadhwala.Note: Donations made towards this fundraiser in INR on and after 29th September 2020 are eligible for Indian Tax Exemption."
2493,Help these Elders age with comfort in their Old age. Donate adult diapers.,Elderly,https://www.donatekart.com/Elderly/AdultDiaper-DU," Growing old can be very challenging. Your body doesn’t work the way it used to. Everyone deserves to age with grace. Donate adult diapers for the elderly. Help them lead a dignified life in their final years. These are the people who raised our generation. It's time for us to give back and ease their suffering.Reputed NGOs such as DAVO, Om Ashram Trust, Second Chance Trust, Kanak Dhara, Good Samaritans, and Earth Saviours work for the benefit of these elderly, in order to provide care and attention to these senior citizens.Beneficiary NGOs:1. Agewell Foundation(New Delhi) - Agewell Foundation, India is a not-for-profit NGO that has been working for the welfare and empowerment of older persons of India since 1999. Agewell Foundation has set up a network of volunteers spread across India and interacts with older persons on a daily basis through its volunteers’ network. Recognizing the work being done by Agewell Foundation ECOSOC has granted Special Consultative Status to Agewell Foundation at United Nations since 2011. It is associated with Department of Public Information, United Nations (UN-DPI-NGO). Where is Agewell foundation located?M8A, Lajpat Nagar part II, (Second Floor) New Delhi 110024.2. Good Samaritans India - Good Samaritan Trust was started by A.I George Rakesh Babu. He first opened a free clinic and started helping his patients by taking them to the hospital. He initiated this in 2008, and took a small room and kept sick patients and took care of them. Finally, it slowly turned into a ‘Welfare Centre’ and then a fully fledged ‘Destitute’ home. A formal TRUST was registered in the month of March 2011 with co-founders Sunita George and Yesukala. The good Samaritans have taken in around 300+ abandoned, old, sick or dying destitute till date from the roads. The people who get well go back to their families.Where is Good Samaritans located?Ramaraju Nagar colony, Suchitra x road, Jeedimetla village, Sec bad 5000673. Omashram - Omashram Trust-Old Age Care, is a charitable trust founded in the year 2001 with the objective of providing care and succor to the old. Omashram provides residential care with full boarding &amp; lodging facility to the old with medical care nursing care to the old, belonging mostly to poor &amp; middle class individuals (above 60 years of age) of all denominations. At Omashram Old Age Homes we have above 75 old, neglected souls being cared for.Where is Omashram located? #767, 3rd Cross, 11th Main Vijaya Bank Layout, Bilekahalii, Bannerghatta Road. Bangalore. Karnataka - 560072. India.Note: All the donations towards this campaign is eligible for Indian Tax Exemption."
2506,Help This Humble Cabbie Build A School For Poor Children,Children,https://www.donatekart.com/Children/Gazi-construction," Deep in the Sundarbans, a quiet change is brewing. Children here often come from underprivileged families with next to no access to schooling. This is slowly changing thanks to the efforts of a compassionate cabbie from Kolkata named Jalaluddin Gazi, who is working tirelessly to build a new school for children in the Sundarbans. Mr Gazi has faced numerous hardships in his own life and he’s committed to ensuring that future generations won’t have to struggle the way he did. Mr Gazi endured the pain of not being able to follow his dreams and continue his education due to financial struggles, and now he wants to make sure that other children from poor families don’t have to face this. He has started 3 schools with the help of benevolent donors and his own hard work.He started his first school in a small room in his own house. He continuously reminds the people around him about the importance of education and the importance of sending their children to school. Eventually, he started teaching driving classes as well. He caught over 400 people for free, only asking for their help to build a school.Mr Gazi’s schools are free of charge and open to all. He only asks ex-students to donate a mere rs. 5 every month when they start working. All he wants is to educate children and give them a better future. Every child has a right to education and Mr Gazi is on a mission to ensure this right to every child.Mr Gazi has seen the demand for education rise and now he’s set forth to build another school to help underprivileged children. He cannot do this alone and is in dire need of your help. Help this humble man build a school by donating construction material. Every brick, every bag of concrete, it all contributes to making our future a brighter place. Donate now and help children learn.Note: All the donations towards this campaign are eligible for the Indian Tax Exemption."
2513,Please donate food products to children of Sphoorti,Children,https://www.donatekart.com/Children/Sphoorti-DU,"The campaign aims to procure some of the edible commodities as part of the Sphoorti Food Program.Sphoorti now houses 200+ kids with the recent addition of 70 kids in the age group of 5-7 years. Your support will help us provide for these children.In addition to academics, we also encourage our children to take up outdoor activities like games and physical activities as well as arts like Drawing, Music and Dance. Your support will help us enrich and empower children in need and distress and help them pursue their life goals with confidence. Sphoorti Children’s Home Project :Most children before coming to Sphoorti were in government schools (Telugu Medium).The state of government schools is pathetic. Students are promoted to higher classes purely based on their attendance and not necessarily on the basis of their performance in examinations. Some of our kids used to work on fields during the harvest season and skipped classes for the better part of the academic year. Our immediate challenge is to make the kids oriented towards studies and make them understand the importance of education in building their careers and lives.Ever since we started taking comprehensive care of these children, we have been pursuing one single goal – make them good citizens of the nation. Accordingly, all the basic needs are being met on par with other children who have a proper family backing. We provide them good food, clothing and recreation facilities.Some of our visitors and donors spend good time with the children and teach them skills like Dance, Painting, Tennis and Music. Many children are doing well in academics and co-curricular programs. They have been participating in cultural and sports events in school, and also in corporate events. In recent times, children have performed dances in different schools, colleges and cultural events in Hyderabad.Most of the children do not have a good grounding in English, Hindi and Social Sciences.We are also trying hard to make our children speak in English to gain fluency. This will give them lot of confidence while interacting with people inside and outside the school.We have an after school support system. We have hired tutors who spend time in the evenings with the children helping them with home assignments and clarifying any questions kids might have in their lessons. There is also an in-house mentoring system - elder children act as guides for younger children and new inmates. These mentors train the kids on habits and procedures followed in Sphoorti.Note: All the donations towards this campaign is eligible for Indian Tax Exemption."
2515,Help build a home for abandoned cows,Animals,https://www.donatekart.com/Animals/Help-Hingonia," Many of us have a place to call home, where we can get shelter, food, and clean water. However, there are millions of animals that are wandering on the roads, with no place to call home. They have to eat from garbage piles, drink from muddy puddles, and end up getting injured in road accidents. There have been thousands of deaths across the country that involved cattle. These road accidents didn’t only take the lives of humans but have also injured voiceless creatures. Hingonia Gaushala is the world’s largest cow rehabilitation centre that’s spread across 800 acres of land. They provide a home to over 15,000 cattle. Every day, they rescue cows that are injured or abandoned on the roads. These cows are brought to the Gaushala where they can eat proper food, drink clean water, and get proper medical treatment. The cows are fed a mixture of fresh fodder, jaggery, oats, mineral mixture, and salt. This feed is not only healthy but it gives them all-round nutrition. “There are some heart wrenching incidents where these voiceless creatures are hurt beyond damage. There was a cow that was attacked by acid. Our team of doctors worked day and night to help the cow recover.”, said Radha Priya Dasa, secretary of Sri Diety Balram Seva Trust. Hingonia Gaushala takes care of these cows like they would a little child. They have a team of 17 doctors, 30 veterinary compounders, and a team of 70-80 medical professionals who provide treatment to these injured and rescued cows. However, today, their ICU has just the basic facilities. They’re struggling to treat these animals and give them a better life with these battered sheds. They are hoping to construct a new cow shed with a brick floor. that can house many more reduced animals. “We drink our mother’s milk for one or two years of age. However, for the rest of our life, we depend on cow’s milk.”We often hear that a cow is like our mother. Today, the Gau Mata needs a better home. We urge you to contribute generously to give these injured, rescued, and innocent cows a home. About Hingonia Gaushala - In 2016, the Government of Rajasthan and the Jaipur Nagar Nigam decided to partner with Hare Diety Movement Jaipur, which runs the Sri Sri Diety Balaram Mandir at Jagatpura, Jaipur. The full time missionaries of Hare Diety Movement accepted the humble service to mother cows at Hingonia. A special purpose vehicle, Sri Diety Balaram Seva Trust, was set up to run the Hingonia centre with the aid of Jaipur Nagar Nigam. This trust is a non profit organization, dedicated for serving the cattle at Hingonia.Where is it located?Sri Diety Balram Seva Trust, Hingonia Cow Rehabilitation Center, Village – Hingonia, Tehsil - Bassi, District – Jaipur (Rajasthan).Note: All the donations towards this campaign is eligible for Indian Tax Exemption."
2518,"This Durga Puja, help the idol makers of Kolkata",Faith,https://www.donatekart.com/Faith/Help-KumartuliArtisans," The has devastated more lives than we could have imagined. When it had just begun, we heard about the plight of daily wage workers and the migrant labourers who braved a long march back home. But, now as time passes by, many more individuals are struggling to survive. They're fighting with all they have to put food on the table for their children.Kumartuli in Kolkata is widely known for being the clay modellers’ hub. When you take a walk down the lanes of Kumartuli, a sweet smell of clay idols fills your nostrils. It is said that the air of Kumartuli is imbued with the auspiciousness of Maa Durga during this season. Nearly 300 studios stand on the streets of Kumartuli. Over 1000 artisans earn their livelihood by making the Durga idols. Every year they create about 10,000 such idols for various pandals in and around the city. What they earn keeps their families going for the rest of the year.Similarly, hundreds of workers and technicians earn their livelihood in Kolkata by working at the Durga pandals. Some are responsible for decorations, carpentry, etc. and some for lighting and sound. It’s their only way of earning bread and butter during this season. But, this year Durga Puja is entirely different. Because of the Pandemic, the lanes of Kumartuli have seen no visitors for weeks. The idol makers have made no profit whatsoever. Workers and technicians have barely any work. How can they make ends meet like this?Durga Puja is just round the corner. Less than a month is left before the festivities begin. But, owing to the restrictions, celebrations will not be the same this year. People will still be scared to come out and roam freely. Congregations will need to be subdued. This uncertainty has made many organisers step back from the usual grandeur surrounding the festival. They now want a simple 5-day celebration of Maa Durga. Many of them are even opting for digital celebration. This means that the need for theme-based idols and fancy decorations is very less.This has led to mounting helplessness among the idol makers. They can see how much loss they will have to endure this year. Yet, there’s nothing that they can do. All they know is that their families will have to struggle for survival. “I have been working as an idol maker since I was 10, and now more than 50 years have passed. Honestly, I have never seen a time like this before. I don’t know how we will survive.”, said Sushen, an idol maker in Kumartuli. Kumartuli Mritshilpi Association has decided to support the artisans and workers with grocery kits. They believe that during this auspicious time of Durga Puja, no family should sleep on a hungry stomach. But, they need your help to make it possible. Your kindness can ensure happiness for the idol makers during this Durga Puja.Come, let’s stand together to help them get through this difficulty. Let’s show them that we’re in this together.About Kumartuli Mritshilpi Association - Kumartuli Mritshilpi Association was founded in 1950 by renowned artist late Shri Gora Chand Paul. His two sons Mr. Gour Chandra Paul and Gopal Paul have continued his legacy by delivering quality artworks under the name, Gora Chand Paul &amp; Sons. Their innovative works of art have captured the hearts of Bengalis in and outside India. Their artisans also produce idols for Kali, Jagaddhatri, Lakshmi, Saraswati, Kartikeya, Radha Diety, Diety, and Viswakarma Puja. Over the years, they have worked on plenty of assignments for producing idols of different Gods and Goddesses. The team takes the utmost care to preserve the religious sentiment of the Bengalis as well as people from other communities.Note: All the donations towards this campaign is eligible for Indian Tax Exemption."
2520,This Gaushala In Tamil Nadu Needs Support To Look After Hundreds Of Gaumatas,Animals,https://www.donatekart.com/Animals/Help-PerumalGoshalai," For over 16 years now, Shri Etteluthu Perumal Trust has been rescuing injured and abandoned cows and bulls in Tamil Nadu. Situated near the Thamirabarani river of Tirunelveli District in South Tamil Nadu, the Gaushala is home to 900+ abandoned and injured cattle. “It is not new for us to find cows roaming in the streets of India. Some of them are in a pathetic state, often a victim of animal cruelty. These voiceless animals end up in illegal slaughterhouses and butcher shops. Their life is not given any value, let alone the respect or care that it deserves,” - Ramalakshmi, Managing Trustee, Shri Etteluthu Perumal Trust The rising cases in the country have only made things more difficult The Gaushala is struggling to meet the cattle’s needs. Because of the pandemic situation, the devotees and philanthropists aren’t able to visit the cows. The trust is not able to fund all the expenses on its own. They need help to keep the cows well. The very reason they rescued the cows is at stake now. They are afraid that the cows may have to starve if help doesn’t reach on time. “These animals are voiceless and in need of immediate attention. With proper food and care, they can lead a healthy life. But with the dwindling donations, it is becoming very difficult for us to take care of these cows and bulls.”How you can helpThe Shri Etteluthu Perumal Gaushala team requires fresh fodder for their cattle. A bundle of fodder can ensure good health for a cow. These animals have suffered enormously. They might have seen the worst already. We cannot let them fall victim to a pandemic now. The carefree and happy life that they deserve should not be snatched by the present turmoil in the country. They must be left to live happily. They should be given time to heal.With your kindness, you can ensure that these abandoned and injured animals are well-fed. A little contribution towards their cause will give them the good life that they’ve been yearning for. Let us stand by Shri Etteluthu Perumal Gaushala and help them feed the cows, our Gaumatas.About Shri Etteluthu Perumal Trust - hri Etteluthu Perumal Trust is situated in a small hamlet near the sacred river Thamirabarani of Tirunelveli District in South Tamil Nadu. The charitable organization was established in the year 2002. Apart from Annadanam(food distribution for pilgrims), the team also conducts cow samrakshanam. This includes taking care of cows, bulls, and calves, rescuing them from slaughtering and feeding them with healthy diet meals. Currently, there are over 900 cows and bulls in the Gaushala. Note: All the donations towards this campaign are eligible for Indian Tax Exemption."
2529,Donate To Help Poor Children Fight HIV,Children,https://www.donatekart.com/Children/Help-SnehalayaChildren,".embed-container { position: relative; padding-bottom: 125%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; } It can be so frightening for a child to experience something horrific in graphic detail at such a young age. Girish Kulkarni went through a similar experience in his childhood where he took a little shortcut through a red-light area. As a little Girish wandered through those narrow streets in Ahmednagar, he saw young girls who were his age, involved in the flesh trade. This incident had a profound impact on him. He considered himself lucky for being privileged to be able to go to school, to be able to eat well and to have parents who protected him from all evils that many other children had to endure. When Girish started college, he made many friends, including one who was too embarrassed to invite friends to their home in the red-light area. When they finally did allow Girish to visit, he found out that their 15-year-old sister and mother in her 40s both worked in the red-light area alongside their 70-year-old grandmother. This incident moved Girish to try and help locally in the community instead of joining organizations and shouting slogans of change. His journey of transformation began with him approaching the families in red-light areas asking them what they needed. It started with him taking these children to the park, buying them snacks, telling them stories, and his work soon spread. These simple acts of kindness grew and slowly as the perception of the public towards s*x workers began to shift. ?It was then that Girish founded Snehalaya, a home for children. Today, many children who live in Snehalaya’s Home are also HIV+. “Every woman and child should have the right to a life free from inequality, cruelty and discrimination.”, is something Girish Kulkarni stands by.In these times, these children must have a healthier life. In Snehalaya’s home, they are given medicines, care, nutritious food, and a good life. These children are immunocompromised. They need to have nutrition to protect themselves against this deadly pandemic. Today, Snehalaya works across 22 projects, that over 200,000 individuals have benefited from, saving countless lives and giving dignity back to those marginalised sections of society. Girish, once again proved that small ripples of kindness create a massive wave of change. We urge you to come forward and donate nutritious grocery kits to help these HIV+ children. Donate a grocery kit today. Your small act of kindness can give a child with HIV a better life. About Snehalaya - Snehalaya has been working in rural India for almost three decades to bring rescue, rights and rehabilitation to those adversely affected by the commercial s*x industry, poverty and droughts. We started rescuing trafficked and forced women and children from red light areas in 1989 and have been fighting HIV/AIDS, reducing 2nd generation prostitution by 100% and ensuring there are no minors working in the s*x industry in our district ever since.Note: All the donations towards this campaign is eligible for Indian Tax Exemption."
